spume	foam
spurious	false; counterfeit
spurn	reject
squalid	dirty; poor
squander	waste
staccato	done in a sharp or abrupt manner
stagnant	motionless; stale; not moving
staid	serious; sedate
stalemate	deadlock
stalwart	strong; steadfast
stamina	staying power
stanch	check the flow of
stanza	a section of a poem
stark	real; unadorned
static	unchanging; stationary; not moving
stationary	not moving
statute	law
steadfast	loyal
stentorian	extremely loud
stereotype	fixed representation; not original
sterling	outstanding
stigma	mark of disgrace
stilted	pompous; inflated
stint	assigned amount of work
stipend	pay for services
stipulate	special condition or demand
stoic	indifferent to pleasure or pain
stolid	dull; unemotional
stratagem	deceptive scheme
strew	scatter
striated	parallel bands or grooved
stricture	critical comments
strident	loud and harsh
stringent	binding; rigid; harsh; strict
strut	pompous walk or supporting bar
stultify	cause to appear foolish
stupefy	to make dull
stygian	gloomy; deathly
stymie	to block or slump
suave	smooth
subjective	personal
subjugate	to conquer; bring under control
sublimate	purify
sublime	exalted; noble
subliminal	below conscious thought
submission	yielding to; surrender
subordinate	inferior
subsequent	following
subservient	behaving like a slave
subside	settle down; descend
subsidiary	subordinate; secondary
subsistence	minimum means of support
substantiate	verify or support
substantive	essential
subterfuge	pretense
subtle	not obvious; hard to see
subtlety	cunning; delicacy
subversive	to overthrow or ruin
succinct	brief; compact
succor	aid; assistance
succulent	juicy; richness
succumb	give in
suffrage	right to vote
suffuse	to spread
sully	tarnish; soil
sultry	hot; sweltering
sumptuous	lavish; rich
supercilious	contemptuous; arrogant; haughty
superficial	shallow; on the surface only
superfluous	excessive; unnecessary
supernal	heavenly
supernumerary	in excess of what is necessary
supersede	to be set aside; replace
supine	lying on the back
supplant	replace
supple	flexible
supplement	added to
suppliant	entreating; pleading
supplicate	to implore or beg for
supposititious	assumed; hypothetical
surcease	cessation
surmise	assume
surpass	exceed
surreptitious	secret
surrogate	substitute
surveillance	watching
susceptible	easily influenced; having little resistance
sustenance	means of support
suture	stitches
swarthy	dark
swathe	wrap around; bandage
sybarite	lover of luxury
sycophant	a flatterer
sylvan	pertaining to the woods; rustic
symbiosis	a close, beneficial association of two organisms
symmetry	balanced arrangement
synchronous	working together at the same time
synthesis	combining parts into a whole
synthetic	artificial
tableau	a graphic picture
taboo	prohibited act
tacit	expressed without words
taciturn	silent; talking little
tactile	pertaining to the sense of touch
taint	to contaminate; corrupt
talisman	a charm
tally	to add up
tangent	touching or a change of course
tantalize	tease
tantamount	equal
tarry	delay
taunt	to ridicule
taut	tight; ready
tawdry	cheap and gaudy
tedious	boring; tiring
temerity	boldness
temperate	mild or self-controlled
temper	restrain; toughen
temporal	not lasting forever
temporize	avoid committing oneself; gain time
tenacious	holding fast
tenacity	persistency
tendentious	biased
tenet	doctrine; beliefs
tensile	capable of being stretched
tentative	temporary; hesitant
tenuous	rare; slim
tenure	time of holding an office
tepid	lukewarm
terminate	to end
terminus	last stop
terrestrial	earthly
terse	brief
testy	irritable
theocracy	government by religious leaders
therapeutic	pertaining to the treatment of disease
thermal	pertaining to heat
thesaurus	a book of synonyms and antonyms; a dictionary
thespian	an actor
thrall	a slave
threnody	a funeral song
throes	a violent struggle; in agony
throng	a crowd
thwart	to prevent
timorous	cowardly
tinge	a trace
tirade	an angry speech
titanic	huge
titillate	to excite
titter	a nervous laugh
token	a symbol; unimportant
tome	a large book
toothsome	tasty
torpid	sluggish
torsion	twisting; bending
torso	the trunk of the human body
tortuous	twisting or winding
touchstone	standard; benchmark
tractable	easy to manage
traduce	to slander
trait	a characteristic
tranquil	calm
transcendental	supernatural
transcend	to go beyond
transgression	a violation
transient	temporary
transitory	brief
translucent	letting light through
transmute	to change from one form to another
transparent	easily seen through
transpire	to occur
trappings	articles of dress or equipment
trauma	a shock
travail	hard work
travesty	a poor imitation
treacherous	disloyal or dangerous
treatise	a book about one particular subject
treble	three times as much
tremulous	trembling
trenchant	vigorous or effective
trepidation	fear
tribulation	trouble
tributary	a stream flowing into a river
tribute	a gift to show respect
trinity	group of three
trite	worn out or commonplace
trivia	things that are very unimportant
truckle	to submit
truculent	brutal or cruel
truism	obvious truth
truncate	to shorten
truncheon	a club
tryst	a secret meeting
tumid	swollen
tumult	great noise
turbid	unclear
turgid	swollen
turpitude	shameful behavior
tussle	a fight
tutelage	instruction; under a tutor
twain	two
tyro	a beginner
ubiquitous	present everywhere
ulcerous	infected
ulterior	hidden
ultimatum	a final demand
umbrage	a feeling of resentment
unanimity	agreement
unassailable	unable to be attacked
uncanny	strange
unconscionable	unreasonable or excessive
uncouth	crude
unctuous	overly polite
undermine	to weaken; to wear away
undue	inappropriate
undulate	wavelike motion
unequivocal	definite
unfledged	immature
uniform	constant; lacking variety
unilateral	one-sided
unimpeachable	unquestionable
uninhibited	free; not limited
universal	general or everywhere
unkempt	sloppy
unmindful	unaware
unmitigated	absolute
unobtrusive	not noticeable
unprecedented	happening for the first time; novel
unruly	disorderly
unsavory	unpleasant
unscathed	unharmed
unseemly	in poor taste
untenable	unable to be defended
unwieldy	hard to manage
unwitting	unintentional
upbraid	to find fault with
uproarious	loud
urbane	refined
urchin	a mischievous child
usurp	to take illegally
usury	excessive amount of money charged as interest
utilitarian	practical
utopian	perfect
vacillate	to sway; unable to decide; waffle
vacuous	empty, spacious
vagabond	a wanderer
vagary	an odd idea
vagrant	a homeless person; a tramp
vainglorious	boastful
valedictory	saying farewell
valiant	courageous
validate	to approve; to confirm
valid	true factual; evident
vanguard	in the front
vanity	excessive pride
vapid	uninteresting
variegated	having different colors
vaunt	to brag
veer	to change direction
vegetate	lead an inactive life
vehement	forceful; urgent
venal	corrupt
vendetta	bitter feud
veneer	an outward show or covering
venerable	worthy of respect
venial	excusable
venomous	poisonous or malicious
vent	to release
veracious	honest
verbatim	word for word
verbiage	words
verbose	wordy; talkative
verdant	green
verisimilitude	the appearance of truth
veritable	true; genuine
verity	truth
vernacular	informal language
vernal	pertaining to spring
vertex	highest point
vertiginous	unstable
verve	enthusiasm
vestige	a trace; visible evidence of something that is no longer present
vex	to irritate
viable	capable of living; workable; practicable
viaduct	a bridge
viands	various foods
vicarious	acting for another person
viceroy	a representative or a deputy
vicissitudes	unpredictable changes
victuals	food
vie	to compete
vigilant	watchful
vignette	a short literary work
vilify	to speak evil of
vindicate	to clear of guilt
vindictive	seeking revenge
vintage	representative of the best
viper	a poisonous snake or a spiteful person
virago	a bad-tempered woman
virile	masculine
virtue	moral excellence
virtuoso	an expert musician
virulent	deadly; harmful
visage	appearance
visceral	pertaining to instinct
viscous	sticky
vista	a wide view
vital	necessary; essential
vitiate	to weaken
vitreous	clear or glass-like
vitriolic	sharp or bitter
vituperate	criticize
vivify	to enliven
vixen	female fox or bad-tempered woman
vociferous	shouting; talkative
vogue	fashion, (in fashion)
volant	capable of flying
volatile	unstable; explosive; changeable
volition	free will
voluble	talkative
voluminous	large; spacious
voluptuous	sensual
voracious	extremely hungry or greedy
votary	a loyal follower
vouch	to guarantee or certify as true
vulnerable	defenseless, capable of being harmed
vulpine	clever
waif	a homeless person
waive	to give up
wallow	to indulge oneself or to roll in
wane	to gradually decrease
wangle	to manipulate
wanton	reckless
wan	weak; tired
warble	to sing
wary	cautious
wastrel	one who wastes; a spendthrift
waver	to be uncertain
wax	to grow in size or intensity
weighty	of great importance
wend	to direct one's way
wheedle	to persuade
whet	to stimulate or to sharpen
whimsical	unpredictable
wield	to handle or exercise control over
willful	stubborn or intentional
wily	tricky; sly
wince	to shrink, as in pain, fear, etc; to flinch
windfall	unexpected gift
winsome	pleasing
wizened	withered; shriveled
woe	sorrow
wolfish	ferocious
wont (to)	accustomed (adjective)
workaday	ordinary
wraith	a ghost or shadow
wrangle	to quarrel
wrench	to test
wrest	to take away
wroth	angry
wrought	produced or shaped
wry	ironic
xenophobia	fear of strangers
xeric	dry, lacking moisture
yen	strong desire
yoke	to join together
zany	comical
zeal	great enthusiasm
zealot	a fanatic
zenith	the highest point
zephyr	a gentle breeze
zest	enjoyment
zymurgy	fermentation chemistry, as in wine making
